"name","rank","spell_type","save_type","rarity","action_category","actions_min","actions_max","description","source_id"
"Detect Alignment","1","Spell","None","Uncommon","Activity","2","2","See auras of a chosen alignment.",
"Detect Poison","1","Spell","None","Uncommon","Activity","2","2","Determine whether an object or creature is poisonous or venomous.",
"Disguise Magic","1","Spell","None","Common","Activity","1","1","Mask the aura of a spell or item.",
"Dizzying Colors","1","Spell","Will","Common","Activity","2","2","Swirling colors blind, dazzle, or stun creatures.",
"Draw Ire","1","Spell","Will","Common","Activity","2","2","Mentally sting a creature's mind to make it less capable of attacking creatures other than you.",
"DÃ©jÃ  Vu","1","Spell","Will","Common","Activity","2","2","Make a creature do the same thing repeatedly.",
"Echoing Weapon","1","Spell","None","Common","Activity","2","2","Your attacks build up to release a sonic pulse.",
"Elysian Whimsy","1","Spell","Will","Uncommon","Activity","2","2","You overwhelm the target with an unexpected and unpredictable desire if it fails a Will save.",
"Endure","1","Spell","None","Common","Free","0","0","You invigorate the touched creatureâ€™s mind and urge it to press on.",
"Enfeeble","1","Spell","Fortitude","Common","Activity","2","2","Sap a creature's strength.",
"Exchange Image","1","Spell","Will","Uncommon","Activity","2","2","Trade appearances with the target.",
"Fashionista","1","Spell","None","Common","Activity","2","2","The target's clothes are transformed into ostentatious attire that epitomizes high-end local fashion.",
"Fated Healing","1","Spell","None","Uncommon","Activity","2","2","You speak about the consequences of actions people take against each other",
"Fear","1","Spell","Will","Common","Activity","2","2","Frighten a creature, possibly making it flee.",
"Flashy Disappearance","1","Spell","None","Uncommon","Activity","2","2","You create a puff of colorful smoke that quickly disperses while you become temporarily invisible.",
"Fleet Step","1","Spell","None","Common","Activity","2","2","Make your Speed much faster.",
"Flense","1","Spell","None","Uncommon","Activity","2","2","With a touch, you strip off the flesh, muscle, and internal organs off your target, leaving only bare bones.",
"Flourishing Flora","1","Spell","None","Common","Activity","2","2","Grow a patch of cacti, flowers, fruits, or roots to hurt your enemies.",
"Fold Metal","1","Spell","None","Common","Activity","2","2","Bend a metal object into a ball.",
"Foraging Friends","1","Spell","None","Common","Activity","1","1","Giving a cheerful whistle, you call forth a handful of small animals, such as birds or mice, to collect food for you and your allies.",
"Force Barrage","1","Spell","None","Common","Activity","3","3","Pelt creatures with unerring shards of magical force.",
"Forced Mercy","1","Spell","Will","Uncommon","Activity","2","2","You soften the target's blows, ensuring they avoid vital areas and cause no lasting harm.",
"Forge","1","Spell","Fortitude","Uncommon","Activity","2","2","Developed before the introduction of the Iron Lagoon, this cantrip for superheating metal has also found valuable combat use.",
"Friendfetch","1","Spell","None","Uncommon","Activity","2","2","You shoot out ephemeral, telekinetic strands that drag each target directly toward you, stopping in the closest unoccupied space to you in this path.",
"Gentle Landing","1","Spell","None","Common","Reaction","0","0","React to save a falling creature.",
"Glowing Trail","1","Spell","None","Uncommon","Activity","2","2","Your movements leave a vague glowing path behind you, like a misty echo of your presence.",
"Goblin Pox","1","Spell","Fortitude","Common","Activity","2","2","Infect a creature with goblin pox.",
"Gravitational Pull","1","Spell","Fortitude","Common","Activity","3","3","Pull one or more creatures towards you using gravity.",
"Grease","1","Spell","None","Common","Activity","2","2","Cover a target or an area with slippery grease.",
"Grim Tendrils","1","Spell","Fortitude","Common","Activity","2","2","Creatures in a line take void damage and start to bleed.",
"Gritty Wheeze","1","Spell","Fortitude","Uncommon","Activity","2","2","You exhale desiccating grit and sand in a small cloud.",
"Gust of Wind","1","Spell","Fortitude","Common","Activity","2","2","Wind blows out fires and knocks back objects and creatures.",
"Harm","1","Spell","None","Common","Activity","3","3","Void energy harms the living or heals the undead, either a single creature or all in a burst.",
"Heal","1","Spell","None","Common","Activity","3","3","Vital energy heals the living or harms the undead, either a single creature or all in a burst.",
"Helpful Steps","1","Spell","None","Common","Activity","2","2","You call forth a ladder or staircase to help you reach greater heights.",
"Hippocampus Retreat","1","Spell","None","Common","Activity","2","2","You temporarily shape your lower limbs into the tail of a hippocampus in order to swim away from a nearby foe after dealing a parting blow.",
"Horizon Thunder Sphere","1","Spell","None","Common","Activity","2","2","Gather energy and throw a ball of lightning.",
"Hydraulic Push","1","Spell","None","Common","Activity","2","2","Damage and push a creature with a blast of water.",
"Ill Omen","1","Spell","None","Common","Activity","2","2","Curse a creature with misfortune.",
"Illusory Disguise","1","Spell","None","Common","Activity","2","2","Make yourself look like a different creature.",
"Illusory Object","1","Spell","None","Common","Activity","2","2","Form a convincing illusion of an object.",
"Imprint Message","1","Spell","None","Common","Activity","2","2","Put a false psychic imprint in an object.",
"Infuse Vitality","1","Spell","None","Common","Activity","3","3","Empower attacks with vital energy to damage the undead.",
"Inkshot","1","Spell","None","Rare","Activity","2","2","A spray of viscous, toxic ink jets from your fingertip to strike a target creature in the face.",
"Instant Pottery","1","Spell","None","Common","Activity","1","1","Create earthenware objects.",
"Interposing Earth","1","Spell","None","Common","Reaction","0","0","React to make a barrier of earth.",
"Invisible Item","1","Spell","None","Common","Activity","2","2","Make an item disappear.",
"Item Facade","1","Spell","None","Common","Activity","2","2","Disguise an item to look perfect or shoddy.",
"Jump","1","Spell","None","Common","Free","0","0","Make an impressive leap.",
"Juvenile Companion","1","Spell","None","Common","Activity","2","2","Turn your companion into its juvenile form.",
"Kinetic Ram","1","Spell","Fortitude","Common","Activity","3","3","Use waves of force to push enemies back",
"Know Location","1","Spell","None","Rare","Activity","1","1","You create an invisible anchor at a location within range (even if it's outside your line of sight or line of effect), as long as you can identify the location by its appearance (or other identifying features).",
"Leaden Steps","1","Spell","Fortitude","Common","Activity","2","2","Make creatures heavy and weak to electricity.",
"Liberating Command","1","Spell","None","Common","Free","0","0","You call out a liberating cry, urging an ally to break free of an effect that holds them in place.",
"Lock","1","Spell","None","Common","Activity","2","2","Make a lock much harder to open.",
"Lose the Path","1","Spell","Will","Common","Reaction","0","0","React to impede and possibly divert a Stride.",
"Magic Stone","1","Spell","None","Common","Activity","3","3","Make ordinary stones into magical sling bullets that are especially dangerous to undead.",
"Mending","1","Spell","None","Common","Activity","1","1","Repair one non-magical item.",
"Message Rune","1","Spell","None","Common","Activity","1","1","You record a message up to 5 minutes long and inscribe a special rune on any flat unattended surface within reach.",
"Mindlink","1","Spell","None","Common","Activity","2","2","Mentally impart 10 minutes worth of information in an instant.",
"Mud Pit","1","Spell","None","Common","Activity","3","3","Conjure mud to slow movement.",
"Mystic Armor","1","Spell","None","Common","Activity","2","2","Ward yourself with magical armor.",
"Necromancer's Generosity","1","Spell","None","Common","Activity","2","2","Heal your undead minion and protect it from positive energy.",
"Negate Aroma","1","Spell","None","Common","Activity","2","2","Suppress a creatureâ€™s scent.",
"Nettleskin","1","Spell","None","Uncommon","Activity","2","2","Thorns sprout from your body; they pass through and don't damage any clothing or armor you wear.",
"Noxious Vapors","1","Spell","None","Common","Activity","2","2","Form a toxic cloud that poisons and sickens.",
"Nudge the Odds","1","Spell","None","Uncommon","Activity","2","2","Cheat at gambling.",
"Object Reading","1","Spell","None","Common","Activity","2","2","Get psychic impressions from an object.",
"Overselling Flourish","1","Spell","Will","Uncommon","Reaction","0","0","You make a grand spectacle out of getting hit.",
"Penumbral Shroud","1","Spell","None","Common","Activity","2","2","You envelop the target in a shroud of shadow.",
"Personal Rain Cloud","1","Spell","Reflex","Uncommon","Activity","2","2","You conjure a 5-foot-wide rain cloud that follows the target wherever it goes.",
"Pest Form","1","Spell","None","Common","Activity","2","2","Turn into a nonthreatening animal.",
"Pet Cache","1","Spell","None","Common","Free","0","0","Hide a familiar or animal companion in a pocket dimension.",
"Phantasmal Minion","1","Spell","None","Common","Activity","3","3","Create a creature of force to perform minor tasks.",
